id_questao,ano,dia,numero,variacao,area,disciplina,competencia,habilidade,dificuldade,tem_imagem,texto_vazio,confianca_mapeamento,tema_estimado,motivo_mapeamento,fallback_image_paths,gabarito,preview,source_csv
enem_2018_d1_q011_v1,2018,1,11,1,Linguagens,Artes e Comunicação,C3,H10,nao_classificada,false,false,média,Arte e Mídia,Keywords de Linguagens; score_disciplina=2; score_tema=1; matriz=C3-H10(média); score_matriz=10.51,,B,espetáculos deles! Isso já é um avanço. Concorda?” TEXTO I Disponível em: http://veja.abril.com.br. Acesso em: 25 jun...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q012_v1,2018,1,12,1,Linguagens,Artes e Comunicação,C6,H18,nao_classificada,false,false,alta,Arte e Mídia,Keywords de Linguagens; score_disciplina=5; score_tema=3; matriz=C6-H18(média); score_matriz=9.14,,D,"às vezes!... Deficientes visuais já podem ir a algumas salas de CUTI. Negroesia. Belo Horizonte: Mazza, 2007 (fragmen...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q013_v1,2018,1,13,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q013_v01_p07_part01.png,B,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q014_v1,2018,1,14,1,Linguagens,Língua Portuguesa,C2,H7,nao_classificada,false,false,média,Interpretação Textual,Fallback por área; score_disciplina=1; score_tema=2; matriz=C2-H7(média); score_matriz=17.19,,E,"TEXTO I No tradicional concurso de miss, as candidatas apresentaram dados de feminicídio, abuso sexual e estupro no p...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q015_v1,2018,1,15,1,Linguagens,Língua Portuguesa,C5,H15,nao_classificada,false,false,média,Interpretação Textual,Fallback por área; score_disciplina=1; score_tema=2; matriz=C5-H15(alta); score_matriz=12.05,,D,"etc. Como dizer a essa pessoa que ela deve praticar exercícios, pois é importante para sua saúde? Como ela Dia 20/10...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q016_v1,2018,1,16,1,Linguagens,Língua Portuguesa,C7,H23,nao_classificada,false,false,alta,Interpretação Textual,Keywords de Linguagens; score_disciplina=1; score_tema=3; matriz=C7-H23(média); score_matriz=9.30,,A,"e de estabelecer um fio condutor de sentido, o autor Somente uns tufos secos de capim empedrados utiliza-se de cresce...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q017_v1,2018,1,17,1,Linguagens,Língua Portuguesa,C7,H24,nao_classificada,false,false,alta,Linguagem e Argumentação,Keywords de Linguagens; score_disciplina=1; score_tema=3; matriz=C7-H24(média); score_matriz=8.98,,C,"camiseta puída, chamou a atenção. E assim seguem Aconteceu mais de uma vez: ele me abandonou. Como os dias à prova de...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q018_v1,2018,1,18,1,Linguagens,Literatura,C4,H14,nao_classificada,false,false,alta,Leitura Literária,Keywords de Linguagens; score_disciplina=2; score_tema=2; matriz=C4-H14(alta); score_matriz=5.08,,D,"sombra, que se derrama em traços grossos na areia, é que adoça como um gesto a claridade esquelética. Enquanto isso,...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q019_v1,2018,1,19,1,Linguagens,Língua Portuguesa,C7,H21,nao_classificada,true,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C7-H21(média); score_matriz=7.15,,D,"BRANCO, A. Disponível em: www.oesquema.com.br. Acesso em: 30 jun. 2015 (adaptado). A internet proporcionou o surgimen...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q020_v1,2018,1,20,1,Linguagens,Língua Portuguesa,C4,H12,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C4-H12(média); score_matriz=6.10,,B,"Vó Clarissa deixou cair os talheres no prato, fazendo a porcelana estalar. Joaquim, meu primo, continuava com o queix...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q021_v1,2018,1,21,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q021_v01_p10_part01.png,B,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q022_v1,2018,1,22,1,Linguagens,Artes e Comunicação,C3,H10,nao_classificada,false,false,média,Tema geral,Keywords de Linguagens; score_disciplina=1; score_tema=0; matriz=C3-H10(média); score_matriz=8.20,,B,C destaque a grupos populares na condição de protagonistas. D processo de inclusão do palavrão nos hábitos de linguag...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q023_v1,2018,1,23,1,Linguagens,Literatura,C8,H27,nao_classificada,false,false,alta,Leitura Literária,Keywords de Linguagens; score_disciplina=2; score_tema=1; matriz=C8-H27(alta); score_matriz=19.63,,E,"Ó Pátria amada, O trabalho não era penoso: colar rótulos, meter Idolatrada, vidros em caixas, etiquetá-las, selá-las,...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q024_v1,2018,1,24,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q024_v01_p11_part01.png,A,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q025_v1,2018,1,25,1,Linguagens,Artes e Comunicação,C5,H16,nao_classificada,true,false,alta,Arte e Mídia,Keywords de Linguagens; score_disciplina=4; score_tema=4; matriz=C5-H16(média); score_matriz=33.56,,D,A imagem da negra e do negro em produtos de beleza e a estética do racismo Resumo: Este artigo tem por finalidade dis...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q026_v1,2018,1,26,1,Linguagens,Língua Portuguesa,C5,H17,nao_classificada,false,false,média,Interpretação Textual,Fallback por área; score_disciplina=1; score_tema=1; matriz=C5-H17(alta); score_matriz=22.45,,E,"Tanto os Jogos Olímpicos quanto os Paralímpicos são ao dissociar os elementos da expressão Big Bang, a mais que uma c...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q027_v1,2018,1,27,1,Linguagens,Língua Portuguesa,C6,H20,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H20(alta); score_matriz=5.24,,C,"Mais big do que bang A reaproveitamento de material. A comunidade científica mundial recebeu, na semana B facilidade...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q028_v1,2018,1,28,1,Linguagens,Língua Portuguesa,C4,H14,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C4-H14(alta); score_matriz=20.84,,A,"- A) procura entender o próximo, assumindo atitudes positivas como simpatia, empatia, honestidade, compaixão, confian...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q029_v1,2018,1,29,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q029_v01_p13_part01.png,C,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q030_v1,2018,1,30,1,Linguagens,Artes e Comunicação,C2,H8,nao_classificada,true,false,média,Arte e Mídia,Keywords de Linguagens; score_disciplina=3; score_tema=1; matriz=C2-H8(média); score_matriz=10.31,,E,"TEXTO I Eu sobrevivi do nada, do nada Eu não existia Também chamados impressões ou imagens Não tinha uma existência f...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q031_v1,2018,1,31,1,Linguagens,Literatura,C7,H23,nao_classificada,false,false,média,Tema geral,Keywords de Linguagens; score_disciplina=1; score_tema=0; matriz=C7-H23(média); score_matriz=8.31,,D,"A história do futebol é uma triste viagem do prazer ao dever. [...] O jogo se transformou em espetáculo, com poucos p...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q032_v1,2018,1,32,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q032_v01_p14_part01.png,B,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q033_v1,2018,1,33,1,Linguagens,Artes e Comunicação,C5,H16,nao_classificada,false,false,média,Arte e Mídia,Keywords de Linguagens; score_disciplina=4; score_tema=2; matriz=C5-H16(média); score_matriz=17.68,,E,"A trajetória de Liesel Meminger é contada por uma narradora mórbida, surpreendentemente simpática. Ao perceber que a...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q034_v1,2018,1,34,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q034_v01_p15_part01.png,B,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q035_v1,2018,1,35,1,Linguagens,Literatura,C5,H15,nao_classificada,true,false,alta,Leitura Literária,Keywords de Linguagens; score_disciplina=2; score_tema=2; matriz=C5-H15(alta); score_matriz=13.26,,A,TEXTO I o que será que ela quer essa mulher de vermelho alguma coisa ela quer pra ter posto esse vestido não pode ser...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q036_v1,2018,1,36,1,Linguagens,Literatura,C5,H17,nao_classificada,true,false,média,Tema geral,Keywords de Linguagens; score_disciplina=1; score_tema=0; matriz=C5-H17(alta); score_matriz=9.92,,B,O rio que fazia uma volta atrás de nossa casa era a imagem de um vidro mole que fazia uma volta atrás de casa. Passou...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q037_v1,2018,1,37,1,Linguagens,Língua Portuguesa,C6,H18,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C6-H18(média); score_matriz=2.50,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q037_v01_p16_part01.png,C,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q038_v1,2018,1,38,1,Linguagens,Língua Portuguesa,C2,H5,nao_classificada,false,false,média,Interpretação Textual,Fallback por área; score_disciplina=1; score_tema=1; matriz=C2-H5(alta); score_matriz=14.97,,B,“Acuenda o Pajubá”: conheça o “dialeto secreto” Certa vez minha mãe surrou-me com uma corda utilizado por gays e trav...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q039_v1,2018,1,39,1,Linguagens,Artes e Comunicação,C1,H3,nao_classificada,true,false,alta,Arte e Mídia,Keywords de Linguagens; score_disciplina=1; score_tema=1; matriz=C1-H3(alta); score_matriz=14.18,,E,"pajubá e a cultura africana, numa costura iniciada ainda na época do Brasil colonial. Disponível em: www.midiamax.com...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q040_v1,2018,1,40,1,Linguagens,Literatura,C4,H13,nao_classificada,true,false,média,Tema geral,Keywords de Linguagens; score_disciplina=3; score_tema=0; matriz=C4-H13(alta); score_matriz=8.70,,A,comportamento por meio da associação de verbos no ABL lança novo concurso cultural: modo imperativo à “Conte o conto...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q041_v1,2018,1,41,1,Linguagens,Língua Portuguesa,C5,H15,nao_classificada,false,false,média,Interpretação Textual,Fallback por área; score_disciplina=1; score_tema=2; matriz=C5-H15(alta); score_matriz=14.14,,E,"Houve protestos. Proibiram os protestos. E no lugar dos protestos nasceu o ódio. Então surgiu a Casa de Vidro, para a...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q042_v1,2018,1,42,1,Linguagens,Literatura,C5,H15,nao_classificada,false,false,média,Tema geral,Keywords de Linguagens; score_disciplina=2; score_tema=0; matriz=C5-H15(média); score_matriz=11.31,,C,“Conte o conto sem aumentar um ponto” tem como objetivo dar um final distinto do original ao conto A Casa de Vidro A...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q043_v1,2018,1,43,1,Linguagens,Língua Portuguesa,C4,H13,nao_classificada,false,false,média,Linguagem e Argumentação,Fallback por área; score_disciplina=1; score_tema=1; matriz=C4-H13(alta); score_matriz=6.79,,A,"Encontrando base em argumentos supostamente alcança seu objetivo por meio da científicos, o mito do sexo frágil contr...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q044_v1,2018,1,44,1,Linguagens,Artes e Comunicação,C2,H5,nao_classificada,false,false,alta,Arte e Mídia,Keywords de Linguagens; score_disciplina=5; score_tema=5; matriz=C2-H5(alta); score_matriz=63.21,,D,Farejador de Plágio: uma ferramenta contra a cópia ilegal transformou-se em fenômeno mundial produzindo obras de arte...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q045_v1,2018,1,45,1,Linguagens,Artes e Comunicação,C3,H9,nao_classificada,false,false,alta,Arte e Mídia,Keywords de Linguagens; score_disciplina=2; score_tema=2; matriz=C3-H9(alta); score_matriz=7.48,,A,"o corpo feminino pelo esforço físico intenso. Em relação ao futebol feminino, o mito do sexo frágil atuou como TEXTO...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q046_v1,2018,1,46,1,Ciências Humanas,Sociologia,C2,H8,nao_classificada,false,false,alta,Cultura e Identidade,Keywords de Ciências Humanas; score_disciplina=6; score_tema=2; matriz=C2-H8(alta); score_matriz=18.69,,C,"No Segundo Congresso Internacional de Ciências nenhum poder de coerção, de nenhum meio de dar uma Geográficas, em 187...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q047_v1,2018,1,47,1,Ciências Humanas,Filosofia,C1,H3,nao_classificada,false,false,alta,Teoria do Conhecimento,Keywords de Ciências Humanas; score_disciplina=6; score_tema=2; matriz=C1-H3(média); score_matriz=6.38,,A,O filósofo reconhece-se pela posse inseparável A existência em Jerusalém de um hospital voltado do gosto da evidência...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q048_v1,2018,1,48,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,,C,"Questões de 46 a 90 A tribo não possui um rei, mas um chefe que não é chefe de Estado. O que significa isso? Simplesm...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q049_v1,2018,1,49,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q049_v01_p20_part01.png;questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q049_v01_p21_part02.png,D,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q050_v1,2018,1,50,1,Ciências Humanas,Ciências Humanas (geral),C3,H14,nao_classificada,true,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H14(média); score_matriz=3.74,,D,Aquino caracterizada por Figura 1 - A) reiterar a ortodoxia religiosa contra os heréticos. - B) sustentar racionalmen...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q051_v1,2018,1,51,1,Ciências Humanas,Ciências Humanas (geral),C2,H8,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C2-H8(média); score_matriz=6.23,,B,"Desde que tenhamos compreendido o significado mais ser separadas umas das outras. da palavra “Deus”, sabemos, de imed...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q052_v1,2018,1,52,1,Ciências Humanas,Sociologia,C3,H11,nao_classificada,true,false,alta,Estrutura Social,Keywords de Ciências Humanas; score_disciplina=3; score_tema=1; matriz=C3-H11(alta); score_matriz=7.48,,D,"TEXTO I Tudo aquilo que é válido para um tempo de guerra, em que todo homem é inimigo de todo homem, é válido também...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q053_v1,2018,1,53,1,Ciências Humanas,Sociologia,C4,H20,nao_classificada,false,false,alta,Cultura e Identidade,Keywords de Ciências Humanas; score_disciplina=2; score_tema=1; matriz=C4-H20(alta); score_matriz=7.88,,D,- A) impacto do medo da corrida armamentista. Foi-se o tempo em que era possível mostrar um - B) democratização do ac...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q054_v1,2018,1,54,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q054_v01_p22_part01.png,E,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q055_v1,2018,1,55,1,Ciências Humanas,História,C2,H8,nao_classificada,false,false,alta,História do Brasil,Keywords de Ciências Humanas; score_disciplina=2; score_tema=2; matriz=C2-H8(alta); score_matriz=8.33,,C,"Os soviéticos tinham chegado a Cuba muito cedo na década de 1960, esgueirando-se pela fresta aberta pela imediata hos...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q056_v1,2018,1,56,1,Ciências Humanas,História,C4,H18,nao_classificada,false,false,alta,História do Brasil,Keywords de Ciências Humanas; score_disciplina=2; score_tema=3; matriz=C4-H18(alta); score_matriz=7.48,,C,TEXTO I Anamorfose é a transformação cartográfica espacial E pois que em outra cousa nesta parte me não posso em que...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q057_v1,2018,1,57,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q057_v01_p23_part01.png,E,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q058_v1,2018,1,58,1,Ciências Humanas,Geografia,C5,H21,nao_classificada,false,false,alta,Geografia Humana,Keywords de Ciências Humanas; score_disciplina=1; score_tema=1; matriz=C5-H21(alta); score_matriz=27.81,,D,"onde se encontram os refugiados sírios, a resposta do A democracia que eles pretendem é a democracia homem é imediata...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q059_v1,2018,1,59,1,Ciências Humanas,História,C2,H8,nao_classificada,false,false,alta,História do Brasil,Keywords de Ciências Humanas; score_disciplina=3; score_tema=3; matriz=C2-H8(alta); score_matriz=11.92,,E,"A poetisa Emília Freitas subiu a um palanque, A rebelião luso-brasileira em Pernambuco começou nervosa, pedindo descu...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q060_v1,2018,1,60,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,,E,"Em Beirute, no Líbano, quando perguntado sobre",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q061_v1,2018,1,61,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q061_v01_p24_part01.png,E,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q062_v1,2018,1,62,1,Ciências Humanas,História,C3,H15,nao_classificada,false,false,alta,História do Brasil,Keywords de Ciências Humanas; score_disciplina=3; score_tema=3; matriz=C3-H15(alta); score_matriz=11.51,,B,"A situação demográfica de Israel é muito particular. das doenças, da má sorte, da violência dos núcleos Desde 1967, a...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q063_v1,2018,1,63,1,Ciências Humanas,Geografia,C6,H27,nao_classificada,false,false,alta,Geografia Física,Keywords de Ciências Humanas; score_disciplina=2; score_tema=2; matriz=C6-H27(alta); score_matriz=9.98,,C,TEXTO I Trajetória de ciclones tropicais Programa do Partido Social Democrático (PSD) Capitais estrangeiros É indispe...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q064_v1,2018,1,64,1,Ciências Humanas,História,C6,H29,nao_classificada,false,false,média,Tema geral,Keywords de Ciências Humanas; score_disciplina=1; score_tema=0; matriz=C6-H29(média); score_matriz=3.74,,E,C flexibilização das reservas cambiais. Outra importante manifestação das crenças D liberdade de remessa de ganhos. e...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q065_v1,2018,1,65,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q065_v01_p25_part01.png,A,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q066_v1,2018,1,66,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q066_v01_p25_part01.png,E,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q067_v1,2018,1,67,1,Ciências Humanas,Geografia,C4,H17,nao_classificada,true,false,média,Geografia Humana,Keywords de Ciências Humanas; score_disciplina=1; score_tema=1; matriz=C4-H17(média); score_matriz=8.58,,E,"Os portos sempre foram respostas ao comércio Precipitações (mm) praticado em grande volume, que se dá via marítima, 9...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q068_v1,2018,1,68,1,Ciências Humanas,Filosofia,C3,H15,nao_classificada,false,false,alta,Teoria do Conhecimento,Keywords de Ciências Humanas; score_disciplina=5; score_tema=4; matriz=C3-H15(alta); score_matriz=8.98,,C,"O século XVIII é, por diversas razões, um século diferenciado. Razão e experimentação se aliavam no O encontro entre...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q069_v1,2018,1,69,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q069_v01_p26_part01.png,B,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q070_v1,2018,1,70,1,Ciências Humanas,Filosofia,C5,H21,nao_classificada,false,false,média,Teoria do Conhecimento,Keywords de Ciências Humanas; score_disciplina=2; score_tema=2; matriz=C5-H21(média); score_matriz=16.02,,B,"Pesquisas da Amazônia, e publicada na revista Science, A primeira fase da dominação da economia sobre a demonstra que...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q071_v1,2018,1,71,1,Ciências Humanas,História,C3,H15,nao_classificada,false,false,alta,História do Brasil,Keywords de Ciências Humanas; score_disciplina=2; score_tema=2; matriz=C3-H15(alta); score_matriz=15.59,,E,"São Paulo, 10 de janeiro de 1979. Os seus líderes terminaram presos e assassinados. Exmo. Sr. Presidente Ernesto Geis...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q072_v1,2018,1,72,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,,B,"E impedimento de eleição das assembleias estaduais. Uma pesquisa realizada por Carolina Levis,",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q073_v1,2018,1,73,1,Ciências Humanas,História,C6,H27,nao_classificada,false,false,alta,História Geral,Keywords de Ciências Humanas; score_disciplina=1; score_tema=1; matriz=C6-H27(alta); score_matriz=7.48,,E,"vigência do Estado Novo com o intuito de TEXTO I Quando um exército atravessa montanhas, florestas, A destacar a sabe...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q074_v1,2018,1,74,1,Ciências Humanas,Ciências Humanas (geral),C2,H6,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C2-H6(média); score_matriz=2.49,,D,E formação de espaços superpovoados.,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q075_v1,2018,1,75,1,Ciências Humanas,Geografia,C2,H8,nao_classificada,false,false,alta,Geografia Humana,Keywords de Ciências Humanas; score_disciplina=3; score_tema=2; matriz=C2-H8(alta); score_matriz=12.07,,B,"Laden. Onde ele se esconde? Não podemos esquecer a dificuldade de ocupação do país, que possui um relevo Os países in...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q076_v1,2018,1,76,1,Ciências Humanas,Filosofia,C6,H27,nao_classificada,false,false,alta,Teoria do Conhecimento,Keywords de Ciências Humanas; score_disciplina=2; score_tema=2; matriz=C6-H27(alta); score_matriz=6.23,,E,"Código Penal dos Estados Unidos do Brasil, 1890 Dos crimes contra a saúde pública Art. 156. Exercer a medicina em qua...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q077_v1,2018,1,77,1,Ciências Humanas,Ciências Humanas (geral),C3,H15,nao_classificada,true,true,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C3-H15(média); score_matriz=1.00,questoes/banco_reais/enem_2018/dia1_questoes_vazias_imagens/images/q077_v01_p28_part01.png,D,Texto OCR indisponível (usar imagem fallback).,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q078_v1,2018,1,78,1,Ciências Humanas,Ciências Humanas (geral),C5,H21,nao_classificada,false,false,média,Tema geral,Fallback por área; score_disciplina=1; score_tema=0; matriz=C5-H21(média); score_matriz=3.74,,E,O marco inicial das discussões parlamentares E globalização das tecnologias de comunicação. em torno do direito do vo...,questoes/mapeamento_habilidades/questoes_mapeadas.csv
enem_2018_d1_q079_v1,2018,1,79,1,Ciências Humanas,Filosofia,C1,H5,nao_classificada,false,false,média,Ética e Política,Keywords de Ciências Humanas; score_disciplina=1; score_tema=1; matriz=C1-H5(média); score_matriz=3.74,,C,"A quem não basta pouco, nada basta. C supressão dos obstáculos aduaneiros. EPICURO. Os pensadores. São Paulo: Abril C...",questoes/mapeamento_habilidades/questoes_mapeadas.csv
